REALOGY CORPORATION,
SANDISK CORPORATION,
SMITH INTERNATIONAL,1202273
TEREX CORP.,97216
THERMO FISHER SCIENTIFIC,97745
VERISIGN INC.,1014473
VIACOM INC. (NEW),
WESTERN UNION CO,
WHOLE FOODS MARKET,865436
WINDSTREAM CORPORATION,
WYNDHAM WORLDWIDE,1361658
ABERCROMBIE & FITCH CO.,1018840
AKAMAI TECHNOLOGIES INC,1086222
AMERICAN CAPITAL STRATEGIES LTD,817473
AMERICAN TOWER CORP.,1053507
APPLE INC.,320193
ASSURANT INC,1267238
AVALONBAY COMMUNITIES,915912
BANK OF NEW YORK MELLON CORP. (NEW),
C.H. ROBINSON WORLDWIDE,
CME GROUP INC.,1156375
CVS CAREMARK CORP.,64803
COVIDIEN LTD.,
DEVELOPERS DIVERSIFIED RLTY,
DISCOVER FINANCIAL SERVICES,
DYNEGY INC.,879215
ENSCO INT'L,
EXPEDIA INC.,1095357
EXPEDITORS INT'L,
GAMESTOP CORP.,
GENL GROWTH PROPERTIES,
HOST HOTELS & RESORTS,1070750
HUDSON CITY BANCORP,921847
INTEGRYS ENERGY GROUP,
INTERCONTINENTALEXCHANGE INC.,1174746
JACOBS ENGINEERING GROUP,52988
KRAFT FOODS INC-A,
LSI CORPORATION,
LEUCADIA NATIONAL CORP.,96223
MEMC ELECTRONIC MATERIALS,
MACY'S INC.,
MANITOWOC CO.,61986
MICROCHIP TECHNOLOGY,827054
MYLAN INC.,69499
NYSE EURONEXT,
NOBLE ENERGY,
PEPCO HOLDINGS,
POLO RALPH LAUREN CORP.,1037038
PRECISION CASTPARTS,79958
RANGE RESOURCES CORP.,315852
SPECTRA ENERGY CORP.,
TERADATA CORP.,816761
TESORO PETROLEUM CO.,50104
THE TRAVELERS COMPANIES,
TITANIUM METALS CORP,1011657
TRANE INC.,
TRANSOCEAN INC. (NEW),
TYCO ELECTRONICS LTD.,
TYCO INTERNATIONAL (NEW),
UNUM GROUP,
VARIAN MEDICAL SYSTEMS,203527
WASHINGTON POST,
AK STEEL HOLDING CORP.,918160
AMERICAN CAPITAL,
AMPHENOL CORP.,820313
CF INDUSTRIES HOLDINGS INC,
CABOT OIL & GAS,858470
CAMERON INTERNATIONAL CORP.,941548
CEPHALON INC,873364
DAVITA INC.,927066
DENTSPLY INTERNATIONAL,818479
DR PEPPER SNAPPLE GROUP INC,
DUN & BRADSTREET,1115222
EQUITABLE RESOURCES,33213
FASTENAL,
FLOWSERVE CORPORATION,
FRONTIER COMMUNICATIONS,20520
HCP,
INTUITIVE SURGICAL INC.,1035267
INVESCO LTD,
LIFE TECHNOLOGIES CORP.,
LORILLARD INC.,
MASSEY ENERGY COMPANY,
MASTERCARD INC.,1141391
MCAFEE,
NASDAQ OMX GROUP INC,
NETAPP,
PEOPLES UNITED FINANCIAL INC,
PHILIP MORRIS INTL.,
PIONEER NATURAL RESOURCES,1038357
REPUBLIC SERVICES,1060391
SALESFORCE COM INC COM,
SCRIPPS NETWORK INTERACTIVE,
SMUCKER (J.M.) (NEW),
SOUTHWESTERN ENERGY,7332
STERICYCLE INC.,861878
TOTAL SYSTEM SERVICES,721683
WISCONSIN ENERGY,783325
WYNN RESORTS LTD.,1174922
3M CO,66740
AES CORP,874761
AFLAC INC,4977
AK STEEL HLDG CORP,
AT&T INC,732717
ABBOTT LABORATORIES,1800
ABERCROMBIE & FITCH COMPANY A,
ADOBE SYSTEMS INC,796343
AETNA INC,1122304
AFFILIATED COMPUTER SERVICES,2135
AGILENT TECHNOLOGIES INC,1090872
AIR PRODUCTS & CHEMICALS INC,2969
AIRGAS INC,804212
ALLEGHENY ENERGY INC,3673
ALLERGAN INC,850693
ALLSTATE CORP,899051
ALTERA CORP,768251
ALTRIA GROUP INC,
AMAZON.COM INC,1018724
AMEREN CORP,1002910
AMERICAN EXPRESS CO,4962
AMERICAN INTL GROUP INC,
AMERICAN TOWER CORP A,
AMERIPRISE FINANCIAL INC,820027
AMERISOURCEBERGEN CORP,1140859
AMGEN INC,318154
AMPHENOL CORP A,
ANADARKO PETROLEUM CORP,773910
ANALOG DEVICES INC,6281
AON CORP,315293
APACHE CORP,6769
APARTMENT INVESTMENT & MGMT,
APOLLO GROUP INC,929887
APPLIED MATERIALS INC,6951
ARCHER-DANIELS-MIDLAND CO,
AUTONATION INC,
AUTOZONE INC,866787
AUTODESK INC,769397
AUTOMATIC DATA PROCESSING,8670
AVALONBAY COMMUNITIES INC,915912
AVERY DENNISON CORP,8818
BB&T CORP,92230
BJ SERVICES CO,864328
BMC SOFTWARE INC,835729
BAKER HUGHES INC,808362
BALL CORP,9389
BANK OF AMERICA CORP,70858
BARD,
BAXTER INTL INC,
BECTON,
BED BATH & BEYOND INC,886158
BEMIS CO INC,11199
BEST BUY CO INC,764478
BIG LOTS INC,768835
BIOGEN IDEC INC,875045
BLACK & DECKER CORP,12355
BLOCK H & R INC,
BOEING CO,12927
BOSTON PROPERTIES INC,1037540
BOSTON SCIENTIFIC CORP,885725
BROADCOM CORP A,
BROWN-FORMAN CORP B,
BURLINGTON NORTHERN SANTA FE CO,934612
CA INC,826326
CB RICHARD ELLIS GROUP INC A,
CBS CORP B,
CF INDUSTRIES HOLDINGS,
CH ROBINSON WORLDWIDE INC,
CIGNA CORP,701221
CMS ENERGY CORP,811156
CONSOL ENERGY INC,1070412
CSX CORP,277948
CABOT OIL & GAS A,
CAMERON INTERNATIONAL CORP,941548
CAMPBELL SOUP CO,16732
CARDINAL HEALTH INC,721371
CAREFUSION CORP.,
CARNIVAL CORP,815097
CATERPILLAR INC,18230
CELGENE CORP,816284
CENTERPOINT ENERGY INC,1166214
CENTURYTEL INC,18926
CHESAPEAKE ENERGY CORP,895126
CHEVRON CORP,93410
CHUBB CORP,20171
CINCINNATI FINANCIAL CORP,20286
CINTAS CORP,723254
CISCO SYSTEMS INC,858877
CITIGROUP INC,831001
CITRIX SYSTEMS INC,877890
CLIFFS NATURAL RESOURCES INC,764065
CLOROX CO,21076
COACH INC,1026488
COCA-COLA CO,
COGNIZANT TECH SOLUTIONS CORP,
COLGATE-PALMOLIVE CO,
COMCAST CORP A,
COMERICA INC (MI),
COMPUTER SCIENCES,23082
COMPUWARE CORP,859014
CONAGRA FOODS INC,23217
CONSOLIDATED EDISON INC,1047862
CONSTELLATION BRANDS INC A,
CORNING INC,24741
COSTCO WHOLESALE CORP,909832
COVENTRY HEALTH CARE INC,
CUMMINS INC,26172
DIRECTV CLASS A,
DTE ENERGY CO,936340
DANAHER CORP,313616
DARDEN RESTAURANTS INC,940944
DAVITA INC,927066
DEVRY INC,730464
DEAN FOODS CO,27500
DEERE & CO,315189
DELL INC,826083
DENBURY RESOURCES INC,945764
DENTSPLY INTL,
DEVON ENERGY CORP,837330
DIAMOND OFFSHORE DRILLING,949039
DOMINION RESOURCES INC,715957
DONNELLEY,
DOVER CORP,29905
DR PEPPER SNAPPLE GROUP,
DUPONT,
DUKE ENERGY CORP,30371
DUN & BRADSTREET CORP,1115222
E*TRADE FINANCIAL CORP,
EMC CORP,790070
EQT CORPORATION,
EASTMAN CHEMICAL CO,915389
EASTMAN KODAK CO,31235
EATON CORP,31277
ECOLAB INC,31462
EDISON INTL,
EL PASO CORP,
EMERSON ELECTRIC CO,32604
ENTERGY CORP,65984
EQUIFAX INC,33185
EXELON CORP,1109357
EXPEDIA,
EXPEDITORS INTL OF WA INC,
EXPRESS SCRIPTS INC,885721
EXXON MOBIL CORP,34088
FLIR SYSTEMS INC,354908
FMC CORP,37785
FMC TECHNOLOGIES INC,1135152
FPL GROUP INC,753308
FAMILY DOLLAR STORES INC,34408
FASTENAL CO,815556
FEDEX CORP,1048911
FEDERATED INVESTORS INC B,
FIDELITY NATIONAL INFORMATION,
FIFTH THIRD BANCORP (OH),
FIRST HORIZON NATIONAL CORP,36966
FIRST SOLAR INC,
FIRSTENERGY CORP,1031296
FISERV INC,798354
FLOWSERVE CORP,30625
FLUOR CORP,1124198
FORD MOTOR CO,37996
FORTUNE BRANDS INC,789073
FRANKLIN RESOURCES INC,38777
FREEPORT MCMORAN COPPER & GOLD,831259
FRONTIER COMMUNICATIONS CORP,20520
GAMESTOP CORP A,
GANNETT CO INC,39899
GAP INC,39911
GENERAL ELECTRIC CO,40545
GENERAL MILLS INC,40704
GENUINE PARTS CO,40987
GENWORTH FINANCIAL INC,1276520
GENZYME CORP,732485
GILEAD SCIENCES INC,882095
GOLDMAN SACHS GROUP INC,886982
GOODRICH CORP,
GOODYEAR TIRE & RUBBER CO,42582
GOOGLE INC,
GRAINGER,
HCP INC,
HALLIBURTON CO,45012
HARLEY-DAVIDSON INC,
HARMAN INTL INDUSTRIES INC,
HARRIS CORP,202058
HARTFORD FINL SERVICES GROUP,
HASBRO INC,46080
HEALTH CARE REIT INC,766704
HEINZ,
HERSHEY FOODS CORP,
HESS CORP,4447
HEWLETT-PACKARD CO,
HOME DEPOT INC,354950
HONEYWELL INTL INC,
HORMEL FOODS CORP,48465
HORTON,
HOSPIRA,
HOST HOTELS & RESORTS INC,
HUMANA INC,49071
HUNTINGTON BANCSHARES (OH),
IMS HEALTH INC,1058083
ILLINOIS TOOL WORKS INC,49826
INTEGRYS ENERGY GROUP INC,
INTEL CORP,50863
INTERCONTINENTALEXCHANGE,
INTERPUBLIC GROUP COS,
INTL BUSINESS MACHINES CORP,
INTL FLAVORS & FRAGRANCES,
INTL GAME TECHNOLOGY,
INTL PAPER CO,
INTUIT INC,896878
INTUITIVE SURGICAL INC,1035267
IRON MOUNTAIN INC,1020569
JP MORGAN CHASE & CO,
JABIL CIRCUIT INC,898293
JACOBS ENGINEERING GROUP INC,52988
JANUS CAPITAL GROUP INC,1065865
JOHNSON CONTROLS INC,53669
JUNIPER NETWORKS INC,1043604
KLA-TENCOR CORPORATION,
KELLOGG CO,55067
KIMCO REALTY CORP,879101
KING PHARMACEUTICALS INC,1047699
KOHL'S CORP,
KRAFT FOODS INC A,
KROGER CO,56873
LAB CORP OF AMERICA HLDGS,
LEGG MASON INC,810868
LENNAR CORP A,
LEUCADIA NATIONAL CORP (NY),
LEXMARK INTERNATIONAL INC,1001288
LIFE TECHNOLOGIES CORP,
LILLY,
LIMITED BRANDS INC,701985
LINCOLN NATIONAL CORP,59558
LINEAR TECHNOLOGY CORP,791907
LOCKHEED MARTIN,936468
LOEWS CORP,60086
LORILLARD INC,
LOWE'S COS INC,
M&T BANK CORP,36270
MACY'S INC,
MARATHON OIL CORP,101778
MARRIOTT INTL A,
MARSH & MCLENNAN COMPANIES,62709
MARSHALL & ILSLEY CORP (WI),
MASCO CORP,62996
MASSEY ENERGY CO,37748
MASTERCARD INC A,
MATTEL INC,1284721
MCAFEE INC,
MCCORMICK & CO,63754
MCDONALD'S CORP,
MCGRAW-HILL COS INC,
MCKESSON CORP,927653
MEAD JOHNSON NUTRITION CO,
MEADWESTVACO CORP,
MEDCO HEALTH SOLUTIONS INC,1170650
MEDTRONIC INC,64670
MERCK & CO INC,64978
MEREDITH CORP,65011
METLIFE INC,1099219
METROPCS COMMUNICATIONS INC,1283699
MICROCHIP TECHNOLOGY INC,827054
MICRON TECHNOLOGY INC,723125
MICROSOFT CORP,789019
MILLIPORE CORP,66479
MOLEX INC,67472
MOLSON COORS BREWING CO B,
MONSTER WORLDWIDE INC,
MOTOROLA INC,68505
MURPHY OIL CORP,717423
NICOR INC,72020
NIKE INC B,
NABORS INDUSTRIES LTD,1163739
NASDAQ OMX GROUP/THE,
NATIONAL OILWELL VARCO INC,1021860
NETAPP INC,
NEW YORK TIMES CO A,
NEWELL RUBBERMAID INC,814453
NEWMONT MINING CORP,1164727
NEWS CORPORATION A,
NISOURCE INC,1111711
NOBLE ENERGY INC,72207
NORDSTROM INC,72333
NORFOLK SOUTHERN CORP,702165
NORTHEAST UTILITIES,72741
NORTHERN TRUST CORP (IL),
NORTHROP GRUMMAN CORP,1133421
NOVELL INC,
NOVELLUS SYSTEMS INC,
NUCOR CORP,73309
NVIDIA CORP,1045810
O'REILLY AUTOMOTIVE,
OFFICE DEPOT INC,800240
ORACLE CORP,777676
OWENS-ILLINOIS INC,
PACCAR INC,75362
PG&E CORPORATION,
PNC FINL SERVICES GROUP,
PPG INDUSTRIES INC,79879
PPL CORP,
PACTIV CORPORATION,
PALL CORP,75829
PARKER-HANNIFIN CORP,
PATTERSON COS INC,
PAYCHEX INC,723531
PEABODY ENERGY CORP,1064728
PENNEY,
PEOPLE'S UNITED FINANCIAL INC,
PEPCO HOLDINGS INC,1135971
PEPSI BOTTLING GROUP INC,1076405
PEPSICO INC,77476
PERKINELMER INC,31791
PFIZER INC,78003
PHILIP MORRIS INTERNATIONAL,
PINNACLE WEST CAPITAL (AZ),
PITNEY BOWES INC,78814
PLUM CREEK TIMBER CO,849213
POLO RALPH LAUREN A,
PRAXAIR INC,884905
PRECISION CASTPARTS CORP,79958
PRICELINE.COM INC,1075531
PROGRESS ENERGY INC,1094093
PROGRESSIVE CORP,80661
PROLOGIS,
PRUDENTIAL FINANCIAL INC,1137774
PUBLIC SERVICE ENTERPRISE GRP,
PULTE HOMES INC,822416
QLOGIC CORP,918386
QUALCOMM INC,804328
QUANTA SERVICES INC,1050915
QUESTAR CORP,751652
QWEST COMMUNICATIONS INTL INC,
RANGE RESOURCES CORP,315852
RAYTHEON CO,82267
RED HAT INC,1087423
REGIONS FINANCIAL CORP,1281761
REPUBLIC SERVICES INC,1060391
REYNOLDS AMERICAN INC,1275283
ROBERT HALF INTL INC,
ROCKWELL AUTOMATION INC,1024478
ROPER INDUSTRIES INC,882835
ROSS STORES INC,745732
ROWAN COMPANIES INC,85408
RYDER SYSTEM INC,85961
SAIC INC,
SCANA CORP,735016
SLM CORP,1032033
SAFEWAY INC,86144
SALESFORCE.COM,
SANDISK CORP,1000180
SARA LEE CORP,
SCHLUMBERGER LTD,87347
SCHWAB,
SCRIPPS NETWORKS INTERACTIVE,
SEALED AIR CORP,88204
SEARS HOLDINGS CORP,1310067
SHERWIN-WILLIAMS CO,
SIGMA-ALDRICH CORP,
SIMON PROPERTY GROUP,1063761
SMITH INTL INC,
SMUCKER,
SNAP ON INC,91440
SOUTHERN CO,1110544
SOUTHWEST AIRLINES CO,92380
SOUTHWESTERN ENERGY CO,7332
SPECTRA ENERGY CORP,
SPRINT NEXTEL CORP,
ST JUDE MEDICAL INC,203077
STAPLES INC,791519
STARBUCKS CORP,829224
STARWOOD HOTEL & RESORT WORLD,
STATE STREET CORP,93751
STERICYCLE INC,861878
STRYKER CORP,310764
SUN MICROSYSTEMS INC,709519
SUNTRUST BANKS INC (GA),
SUNOCO INC,95304
SUPERVALU INC,95521
SYMANTEC CORP,849399
SYSCO CORP,96021
T ROWE PRICE GROUP INC,
TECO ENERGY INC,350563
TJX COS INC,
TARGET CORP,27419
TELLABS INC,317771
TENET HEALTHCARE,70318
TERADATA CORP,816761
TERADYNE INC,97210
TESORO CORP,50104
TEXAS INSTRUMENTS INC,97476
TEXTRON INC,217346
THE BANK OF NEW YORK MELLON CORP,
TIFFANY & CO,98246
TIME WARNER CABLE INC,1377013
TIME WARNER INC,1105705
TORCHMARK CORP,320335
TOTAL SYSTEM SERVICES INC,721683
TRAVELERS COS INC,
TYSON FOODS INC A,
US BANCORP,1094770
UNION PACIFIC CORP,100885
UNITED PARCEL SERVICE INC B,
UNITED STATES STEEL CORP,1163302
UNITED TECHNOLOGIES CORP,101829
UNITEDHEALTH GROUP INC,731766
VF CORP,
VALERO ENERGY CORP,1035002
VARIAN MEDICAL SYSTEMS INC,203527
VENTAS INC,740260
VERISIGN INC,1014473
VERIZON COMMUNICATIONS INC,732712
VIACOM INC B (NEW),
VISA INC,1172706
VULCAN MATERIALS CO,103973
WALGREEN CO,104207
WALT DISNEY CO,1001039
WASHINGTON POST CO B,
WASTE MANAGEMENT INC,823768
WATERS CORP,1000697
WELLPOINT INC,1156039
WELLS FARGO & CO,72971
WESTERN DIGITAL CORP,106040
WEYERHAEUSER CO,106535
WHIRLPOOL CORP,106640
WHOLE FOODS MARKET INC,865436
WILLIAMS COS INC,
WINDSTREAM CORP,1585644
WISCONSIN ENERGY CORP,783325
WYNDHAM WORLDWIDE CORP,1361658
WYNN RESORTS LTD,1174922
XL CAPITAL LTD A (BERMUDA),
XTO ENERGY INC,868809
XEROX CORP,108772
XILINX INC,743988
YAHOO INC,1011006
YUM! BRANDS INC,
ZIMMER HOLDINGS INC,1136869
